RA,ano_pesquisa,fase,fase_ideal,defasagem,turma,genero,ano_nascimento,idade,ano_ingresso,rede_ensino,pedra_atual,pedra_ano_anterior,inde,inde_ano_anterior,iaa,ieg,ips,ipp,ida,ipv,ian,n_avaliacoes,indicado_bolsa,atingiu_pv,tempo_na_associacao,categoria_defasagem
RA-149,2022,4,5,-1,H,Feminino,2007,15,2022,Pública,Agata,,6.323,,9.2,6.5,7.5,,5.0,6.125,5.0,4.0,Não,Não,0.0,Moderada
RA-150,2022,4,6,-2,H,Feminino,2006,16,2020,Pública,Agata,Ametista,6.962,,9.6,6.3,6.9,,6.9,7.333,5.0,4.0,Sim,Não,2.0,Moderada
RA-151,2022,4,6,-2,H,Feminino,2006,16,2020,Pública,Ametista,Ametista,7.563,,8.8,7.5,6.9,,8.3,7.958,5.0,4.0,Sim,Não,2.0,Moderada
RA-152,2022,4,6,-2,L,Feminino,2006,16,2022,Pública,Agata,,6.712,,8.3,7.0,7.5,,6.5,6.292,5.0,4.0,Não,Não,0.0,Moderada
RA-153,2022,4,4,0,L,Feminino,2008,14,2018,Privada,Ametista,Ametista,7.535,,7.9,8.2,5.0,,6.6,7.708,10.0,4.0,Não,Não,4.0,Em fase
RA-154,2022,4,5,-1,L,Masculino,2007,15,2017,Pública,Agata,Agata,6.073,,8.3,6.1,6.3,,4.0,6.833,5.0,4.0,Sim,Não,5.0,Moderada
RA-155,2022,4,6,-2,L,Masculino,2006,16,2022,Pública,Ametista,,7.051,,10.0,8.3,7.5,,5.2,6.833,5.0,4.0,Sim,Não,0.0,Moderada
RA-156,2022,4,5,-1,L,Masculino,2007,15,2018,Pública,Ametista,Agata,7.357,,10.0,8.3,9.4,,4.4,7.792,5.0,4.0,Sim,Não,4.0,Moderada
RA-157,2022,4,3,1,L,Feminino,2010,12,2018,Privada,Topazio,Topazio,8.317,,7.5,10.0,6.3,,7.7,8.292,10.0,4.0,Não,Não,4.0,Em fase
RA-158,2022,4,7,-3,L,Feminino,2005,17,2017,Privada,Ametista,Ametista,7.302,,7.9,9.8,5.6,,6.6,8.125,2.5,4.0,Não,Não,5.0,Severa
RA-159,2022,4,5,-1,L,Feminino,2007,15,2021,Pública,Agata,Ametista,6.49,,8.3,8.1,5.6,,4.7,6.458,5.0,4.0,Não,Não,1.0,Moderada
RA-160,2022,4,5,-1,L,Feminino,2007,15,2021,Pública,Agata,Agata,6.746,,7.5,7.2,5.6,,5.3,8.25,5.0,4.0,Sim,Não,1.0,Moderada
RA-161,2022,4,2,2,L,Feminino,2011,11,2018,Privada,Ametista,Ametista,7.957,,7.9,9.1,5.6,,6.9,8.083,10.0,4.0,Não,Não,4.0,Em fase
RA-162,2022,4,4,0,L,Feminino,2008,14,2021,Pública,Ametista,Agata,7.215,,6.7,8.5,7.5,,5.5,6.542,10.0,4.0,Não,Não,1.0,Em fase
RA-163,2022,4,5,-1,L,Feminino,2007,15,2021,Pública,Agata,Agata,6.797,,8.8,7.9,5.6,,6.7,6.5,5.0,4.0,Não,Não,1.0,Moderada
RA-164,2022,4,6,-2,L,Masculino,2006,16,2018,Pública,Agata,Agata,6.776,,8.3,7.3,5.6,,6.5,7.208,5.0,4.0,Sim,Não,4.0,Moderada
RA-165,2022,4,4,0,L,Feminino,2008,14,2017,Privada,Topazio,Ametista,8.063,,7.1,9.8,5.6,,7.6,7.5,10.0,4.0,Não,Não,5.0,Em fase
RA-166,2022,4,4,0,L,Masculino,2008,14,2020,Pública,Topazio,Ametista,8.253,,9.2,9.0,6.3,,8.1,7.542,10.0,4.0,Sim,Não,2.0,Em fase
RA-167,2022,4,6,-2,P,Feminino,2006,16,2018,Privada,Ametista,Ametista,7.798,,9.2,9.7,5.6,,7.9,7.833,5.0,4.0,Não,Não,4.0,Moderada
RA-168,2022,4,5,-1,P,Feminino,2007,15,2018,Privada,Agata,Ametista,6.917,,7.9,8.3,6.3,,5.9,7.083,5.0,4.0,Não,Não,4.0,Moderada
RA-169,2022,4,5,-1,P,Feminino,2007,15,2018,Pública,Quartzo,Agata,5.159,,7.5,5.1,6.3,,3.2,4.792,5.0,4.0,Não,Não,4.0,Moderada
RA-170,2022,4,4,0,P,Feminino,2008,14,2018,Privada,Agata,Ametista,7.007,,8.3,9.2,5.6,,4.9,5.792,10.0,4.0,Não,Não,4.0,Em fase
RA-171,2022,4,6,-2,P,Masculino,2006,16,2022,Pública,Agata,,6.581,,7.5,6.8,7.5,,5.5,6.875,5.0,4.0,Não,Não,0.0,Moderada
RA-172,2022,4,4,0,P,Feminino,2008,14,2018,Privada,Topazio,Topazio,8.673,,9.2,8.9,9.4,,7.3,8.917,10.0,4.0,Não,Sim,4.0,Em fase
RA-173,2022,4,7,-3,P,Masculino,2005,17,2019,Privada,Ametista,Ametista,7.816,,8.3,9.2,6.9,,7.9,9.25,2.5,4.0,Não,Sim,3.0,Severa
RA-174,2022,4,5,-1,P,Feminino,2007,15,2019,Pública,Agata,Agata,6.075,,7.9,6.2,7.5,,4.4,6.042,5.0,4.0,Não,Não,3.0,Moderada
RA-175,2022,4,5,-1,P,Feminino,2007,15,2018,Privada,Agata,Ametista,6.75,,8.3,9.2,5.6,,5.9,5.833,5.0,4.0,Não,Não,4.0,Moderada
RA-176,2022,3,3,0,A,Feminino,2009,13,2018,Privada,Topazio,Ametista,8.427,,9.6,9.1,5.6,,6.9,9.083,10.0,4.0,Não,Sim,4.0,Em fase
RA-177,2022,3,3,0,A,Feminino,2009,13,2022,Pública,Ametista,,7.424,,7.9,8.8,4.4,,6.8,6.958,10.0,4.0,Não,Não,0.0,Em fase
RA-178,2022,3,3,0,A,Feminino,2009,13,2016,Privada,Agata,Ametista,7.025,,0.0,8.8,4.4,,6.3,8.458,10.0,4.0,Não,Sim,6.0,Em fase
RA-179,2022,3,3,0,A,Masculino,2010,12,2022,Pública,Ametista,,7.993,,7.5,9.2,7.5,,6.1,8.042,10.0,4.0,Sim,Não,0.0,Em fase
RA-180,2022,3,3,0,A,Masculino,2010,12,2018,Privada,Topazio,Topazio,8.442,,9.2,8.3,6.3,,8.1,8.625,10.0,4.0,Não,Sim,4.0,Em fase
RA-181,2022,3,3,0,A,Feminino,2009,13,2019,Privada,Topazio,Ametista,8.623,,9.2,9.5,8.8,,6.8,8.458,10.0,4.0,Não,Sim,3.0,Em fase
RA-182,2022,3,6,-3,A,Feminino,2006,16,2021,Pública,Agata,Quartzo,6.328,,7.5,8.0,7.5,,4.1,6.958,2.5,4.0,Não,Não,1.0,Severa
RA-183,2022,3,3,0,A,Feminino,2009,13,2022,Pública,Ametista,,7.3,,8.3,8.8,7.5,,3.8,7.25,10.0,4.0,Não,Não,0.0,Em fase
RA-184,2022,3,6,-3,A,Masculino,2006,16,2019,Pública,Ametista,Ametista,7.28,,8.8,7.7,7.5,,7.2,8.0,2.5,4.0,Sim,Não,3.0,Severa
RA-185,2022,3,5,-2,A,Masculino,2007,15,2021,Pública,Agata,Quartzo,6.615,,7.9,7.7,7.5,,4.5,6.875,5.0,4.0,Não,Não,1.0,Moderada
RA-186,2022,3,3,0,A,Feminino,2009,13,2019,Pública,Ametista,Ametista,7.832,,8.3,8.5,7.5,,6.6,7.5,10.0,4.0,Sim,Não,3.0,Em fase
RA-187,2022,3,3,0,A,Feminino,2010,12,2019,Privada,Ametista,Topazio,7.928,,8.8,8.9,7.5,,5.8,7.917,10.0,4.0,Não,Não,3.0,Em fase
RA-188,2022,3,4,-1,A,Masculino,2008,14,2021,Pública,Quartzo,Ametista,5.307,,0.0,6.1,7.5,,2.7,7.583,5.0,4.0,Sim,Não,1.0,Moderada
RA-189,2022,3,4,-1,A,Masculino,2008,14,2018,Privada,Ametista,Ametista,7.629,,10.0,9.7,5.0,,7.2,7.333,5.0,4.0,Não,Não,4.0,Moderada
RA-190,2022,3,3,0,A,Feminino,2009,13,2022,Pública,Ametista,,7.335,,6.7,6.9,8.8,,6.3,7.25,10.0,4.0,Não,Não,0.0,Em fase
RA-191,2022,3,3,0,A,Masculino,2009,13,2019,Privada,Topazio,Topazio,8.74,,10.0,9.4,8.8,,7.2,8.5,10.0,4.0,Não,Sim,3.0,Em fase
RA-192,2022,3,5,-2,B,Masculino,2007,15,2021,Pública,Quartzo,Quartzo,4.932,,8.8,3.6,7.5,,2.7,4.708,5.0,4.0,Não,Não,1.0,Moderada
RA-193,2022,3,3,0,B,Masculino,2010,12,2016,Privada,Topazio,Topazio,8.155,,9.2,8.9,5.6,,6.7,8.5,10.0,4.0,Não,Sim,6.0,Em fase
RA-194,2022,3,4,-1,B,Feminino,2008,14,2022,Pública,Quartzo,,4.265,,0.0,6.2,5.0,,3.2,3.75,5.0,4.0,Não,Não,0.0,Moderada
RA-195,2022,3,3,0,B,Feminino,2009,13,2017,Privada,Ametista,Ametista,8.017,,8.8,9.2,5.0,,6.3,8.25,10.0,4.0,Não,Não,5.0,Em fase
RA-196,2022,3,3,0,B,Masculino,2010,12,2018,Privada,Topazio,Topazio,8.124,,9.2,9.1,7.5,,5.1,8.625,10.0,4.0,Não,Sim,4.0,Em fase
RA-197,2022,3,3,0,B,Feminino,2009,13,2021,Privada,Topazio,Topazio,8.218,,8.8,9.7,4.4,,7.3,8.292,10.0,4.0,Não,Não,1.0,Em fase
RA-198,2022,3,3,0,B,Masculino,2009,13,2017,Pública,Quartzo,Quartzo,5.554,,0.0,6.2,5.0,,4.6,5.958,10.0,4.0,Não,Não,5.0,Em fase
RA-199,2022,3,3,0,B,Masculino,2009,13,2022,Pública,Ametista,,7.564,,8.3,7.1,7.5,,7.5,6.458,10.0,4.0,Não,Não,0.0,Em fase
RA-200,2022,3,5,-2,B,Masculino,2007,15,2018,Privada,Quartzo,Quartzo,5.705,,7.9,5.6,4.4,,5.5,4.917,5.0,4.0,Não,Não,4.0,Moderada
RA-201,2022,3,5,-2,B,Feminino,2007,15,2021,Pública,Ametista,Agata,7.078,,7.9,7.3,7.5,,6.5,7.542,5.0,4.0,Não,Não,1.0,Moderada
RA-202,2022,3,4,-1,B,Feminino,2008,14,2017,Pública,Quartzo,Ametista,5.201,,0.0,5.2,4.4,,5.4,6.917,5.0,4.0,Sim,Não,5.0,Moderada
RA-203,2022,3,4,-1,B,Feminino,2008,14,2021,Pública,Quartzo,Ametista,5.669,,8.8,4.3,7.5,,2.8,6.875,5.0,4.0,Não,Não,1.0,Moderada
RA-204,2022,3,3,0,B,Feminino,2009,13,2019,Pública,Agata,Ametista,6.943,,7.9,6.7,4.4,,7.4,5.708,10.0,4.0,Não,Não,3.0,Em fase
RA-205,2022,3,4,-1,B,Masculino,2008,14,2020,Pública,Quartzo,Ametista,5.372,,9.6,3.8,7.5,,4.1,4.833,5.0,4.0,Não,Não,2.0,Moderada
RA-206,2022,3,3,0,B,Feminino,2010,12,2022,Pública,Ametista,,7.101,,8.3,8.8,7.5,,5.0,5.167,10.0,4.0,Não,Não,0.0,Em fase
RA-207,2022,3,6,-3,C,Masculino,2006,16,2021,Pública,Quartzo,Agata,4.936,,0.0,4.8,7.5,,5.8,5.708,2.5,4.0,Não,Não,1.0,Severa
RA-208,2022,3,4,-1,C,Masculino,2008,14,2018,Pública,Agata,Agata,6.667,,7.5,7.1,7.5,,6.1,6.417,5.0,4.0,Não,Não,4.0,Moderada
RA-209,2022,3,4,-1,C,Masculino,2008,14,2019,Pública,Quartzo,Quartzo,4.499,,0.0,4.8,5.6,,6.0,3.75,5.0,4.0,Não,Não,3.0,Moderada
RA-210,2022,3,4,-1,C,Masculino,2008,14,2022,Pública,Quartzo,,4.44,,0.0,5.1,7.5,,3.4,4.417,5.0,4.0,Não,Não,0.0,Moderada
RA-211,2022,3,3,0,C,Masculino,2009,13,2021,Pública,Topazio,Topazio,8.465,,9.2,8.8,7.5,,7.6,8.458,10.0,4.0,Sim,Sim,1.0,Em fase
RA-212,2022,3,4,-1,C,Masculino,2008,14,2022,Pública,Ametista,,7.268,,9.6,8.4,7.5,,6.2,6.958,5.0,4.0,Não,Não,0.0,Moderada
RA-213,2022,3,3,0,C,Masculino,2009,13,2022,Pública,Ametista,,7.209,,9.6,8.7,7.5,,3.5,6.833,10.0,4.0,Não,Não,0.0,Em fase
RA-214,2022,3,5,-2,C,Masculino,2007,15,2022,Pública,Quartzo,,4.87,,0.0,6.1,7.5,,4.3,5.125,5.0,4.0,Não,Não,0.0,Moderada
RA-215,2022,3,3,0,D,Feminino,2009,13,2021,Pública,Ametista,Agata,7.172,,6.7,5.8,7.5,,7.8,6.542,10.0,4.0,Não,Não,1.0,Em fase
RA-216,2022,3,3,0,D,Feminino,2009,13,2018,Pública,Ametista,Agata,7.502,,7.9,8.5,7.5,,7.0,5.583,10.0,4.0,Não,Não,4.0,Em fase
RA-217,2022,3,5,-2,D,Feminino,2007,15,2021,Pública,Ametista,Ametista,7.397,,7.9,8.5,7.5,,7.1,7.292,5.0,4.0,Sim,Não,1.0,Moderada
RA-218,2022,3,4,-1,D,Feminino,2008,14,2022,Pública,Agata,,6.1,,6.3,7.3,7.5,,4.0,6.125,5.0,4.0,Não,Não,0.0,Moderada
RA-219,2022,3,6,-3,D,Masculino,2006,16,2019,Pública,Quartzo,Agata,5.942,,8.8,6.9,7.5,,3.5,6.375,2.5,4.0,Não,Não,3.0,Severa
RA-220,2022,3,3,0,D,Feminino,2009,13,2022,Pública,Agata,,7.028,,0.0,8.1,7.5,,6.5,7.833,10.0,4.0,Sim,Não,0.0,Em fase
RA-221,2022,3,4,-1,D,Masculino,2008,14,2022,Pública,Agata,,6.892,,9.6,8.5,7.5,,5.2,6.0,5.0,4.0,Não,Não,0.0,Moderada
RA-222,2022,3,5,-2,D,Feminino,2007,15,2019,Pública,Quartzo,Ametista,5.604,,7.1,4.6,7.5,,6.2,4.917,5.0,4.0,Não,Não,3.0,Moderada
RA-223,2022,3,3,0,E,Feminino,2009,13,2022,Pública,Quartzo,,4.966,,0.0,4.6,7.5,,3.1,5.583,10.0,4.0,Não,Não,0.0,Em fase
RA-224,2022,3,3,0,E,Masculino,2009,13,2021,Pública,Quartzo,Agata,5.671,,9.6,4.3,7.5,,2.6,4.875,10.0,4.0,Não,Não,1.0,Em fase
RA-225,2022,3,4,-1,E,Masculino,2008,14,2022,Pública,Quartzo,,5.918,,8.3,5.3,7.5,,5.0,5.708,5.0,4.0,Não,Não,0.0,Moderada
RA-226,2022,3,4,-1,E,Feminino,2008,14,2022,Pública,Agata,,6.549,,7.5,6.1,7.5,,6.8,6.208,5.0,4.0,Não,Não,0.0,Moderada
RA-227,2022,3,3,0,E,Masculino,2010,12,2022,Pública,Agata,,6.471,,9.2,6.4,7.5,,3.3,5.833,10.0,4.0,Não,Não,0.0,Em fase
RA-228,2022,3,5,-2,E,Feminino,2007,15,2017,Pública,Agata,Quartzo,6.196,,7.5,6.7,7.5,,4.8,6.417,5.0,4.0,Não,Não,5.0,Moderada
RA-229,2022,3,3,0,E,Masculino,2010,12,2022,Pública,Topazio,,8.62,,10.0,9.4,7.5,,6.9,8.5,10.0,4.0,Sim,Sim,0.0,Em fase
RA-230,2022,3,4,-1,E,Masculino,2008,14,2022,Pública,Agata,,6.328,,7.9,5.1,7.5,,5.7,6.75,5.0,4.0,Sim,Não,0.0,Moderada
RA-231,2022,3,4,-1,E,Masculino,2008,14,2022,Pública,Agata,,6.116,,8.8,7.4,7.5,,3.8,5.333,5.0,4.0,Não,Não,0.0,Moderada
RA-232,2022,3,3,0,E,Masculino,2010,12,2022,Pública,Quartzo,,4.245,,0.0,4.9,7.5,,0.0,4.542,10.0,4.0,Não,Não,0.0,Em fase
RA-233,2022,3,4,-1,E,Masculino,2008,14,2022,Pública,Agata,,6.051,,7.9,7.4,7.5,,3.8,5.5,5.0,4.0,Não,Não,0.0,Moderada
RA-234,2022,3,3,0,E,Masculino,2009,13,2022,Pública,Agata,,6.719,,10.0,7.6,5.6,,4.3,5.583,10.0,4.0,Não,Não,0.0,Em fase
RA-235,2022,3,4,-1,E,Feminino,2008,14,2022,Pública,Agata,,6.79,,8.3,7.3,7.5,,6.3,6.417,5.0,4.0,Não,Não,0.0,Moderada
RA-236,2022,3,3,0,F,Feminino,2010,12,2022,Pública,Ametista,,7.11,,9.6,7.5,7.5,,3.7,7.208,10.0,4.0,Não,Não,0.0,Em fase
RA-237,2022,3,4,-1,F,Feminino,2008,14,2022,Pública,Topazio,,8.084,,10.0,9.0,7.5,,7.8,8.417,5.0,4.0,Sim,Sim,0.0,Moderada
RA-238,2022,3,4,-1,F,Feminino,2008,14,2021,Pública,Agata,Agata,6.331,,8.8,6.4,5.0,,5.1,7.208,5.0,4.0,Não,Não,1.0,Moderada
RA-239,2022,3,5,-2,F,Feminino,2007,15,2021,Pública,Quartzo,Quartzo,4.572,,0.0,3.7,7.5,,3.7,5.958,5.0,4.0,Não,Não,1.0,Moderada
RA-240,2022,3,3,0,F,Feminino,2009,13,2017,Privada,Agata,Ametista,6.943,,7.1,8.1,5.0,,4.7,7.042,10.0,4.0,Não,Não,5.0,Em fase
RA-241,2022,3,4,-1,F,Masculino,2008,14,2016,Privada,Topazio,Topazio,8.468,,10.0,10.0,7.5,,7.7,9.125,5.0,4.0,Não,Sim,6.0,Moderada
RA-242,2022,3,3,0,F,Masculino,2009,13,2018,Privada,Topazio,Ametista,8.673,,9.6,9.7,5.6,,8.2,8.708,10.0,4.0,Não,Sim,4.0,Em fase
RA-243,2022,3,5,-2,F,Feminino,2007,15,2022,Pública,Agata,,6.982,,7.1,8.7,5.0,,6.0,7.875,5.0,4.0,Não,Não,0.0,Moderada
RA-244,2022,3,3,0,F,Feminino,2010,12,2018,Privada,Topazio,Topazio,8.51,,7.5,9.4,6.3,,7.8,9.208,10.0,4.0,Não,Sim,4.0,Em fase
RA-245,2022,3,4,-1,F,Masculino,2008,14,2016,Privada,Topazio,Topazio,8.656,,10.0,9.9,7.5,,8.4,9.25,5.0,4.0,Não,Sim,6.0,Moderada
RA-246,2022,3,3,0,F,Masculino,2009,13,2022,Pública,Topazio,,8.639,,8.3,9.4,7.5,,7.6,9.167,10.0,4.0,Sim,Sim,0.0,Em fase
RA-247,2022,3,3,0,F,Feminino,2009,13,2021,Pública,Ametista,Agata,7.72,,8.3,8.2,7.5,,5.8,7.875,10.0,4.0,Sim,Não,1.0,Em fase
RA-248,2022,3,3,0,F,Masculino,2009,13,2022,Pública,Ametista,,7.429,,9.2,7.6,7.5,,5.2,7.292,10.0,4.0,Não,Não,0.0,Em fase
RA-249,2022,3,4,-1,G,Masculino,2008,14,2017,Pública,Quartzo,Agata,5.097,,6.7,7.4,5.0,,2.9,4.292,5.0,4.0,Não,Não,5.0,Moderada
RA-250,2022,3,3,0,G,Feminino,2010,12,2022,Pública,Ametista,,7.958,,8.3,8.6,7.5,,6.6,7.625,10.0,4.0,Sim,Não,0.0,Em fase
RA-251,2022,3,5,-2,G,Masculino,2007,15,2018,Pública,Agata,Ametista,7.022,,10.0,8.1,5.6,,6.3,6.625,5.0,4.0,Não,Não,4.0,Moderada
RA-252,2022,3,4,-1,G,Masculino,2008,14,2018,Pública,Quartzo,Quartzo,4.277,,9.2,2.8,7.5,,0.9,3.875,5.0,4.0,Não,Não,4.0,Moderada
RA-253,2022,3,5,-2,G,Masculino,2007,15,2019,Pública,Quartzo,Agata,4.312,,9.2,3.6,5.0,,1.8,3.75,5.0,4.0,Não,Não,3.0,Moderada
RA-254,2022,3,4,-1,G,Masculino,2008,14,2019,Pública,Agata,Ametista,6.715,,10.0,7.4,5.6,,5.3,6.917,5.0,4.0,Não,Não,3.0,Moderada
RA-255,2022,3,4,-1,G,Masculino,2008,14,2019,Pública,Quartzo,Quartzo,4.563,,7.5,3.8,5.0,,1.3,5.542,5.0,4.0,Não,Não,3.0,Moderada
RA-256,2022,3,3,0,G,Feminino,2010,12,2019,Pública,Ametista,Ametista,7.192,,8.8,8.5,5.0,,5.2,6.708,10.0,4.0,Não,Não,3.0,Em fase
RA-257,2022,3,4,-1,G,Feminino,2008,14,2018,Pública,Quartzo,Ametista,5.149,,0.0,6.4,5.6,,3.6,6.708,5.0,4.0,Não,Não,4.0,Moderada
RA-258,2022,3,3,0,G,Feminino,2010,12,2018,Pública,Agata,Topazio,6.926,,10.0,7.3,5.6,,4.8,6.125,10.0,4.0,Não,Não,4.0,Em fase
RA-259,2022,3,6,-3,G,Masculino,2006,16,2017,Pública,Quartzo,Quartzo,4.182,,8.8,2.9,7.5,,0.9,4.625,2.5,4.0,Não,Não,5.0,Severa
RA-260,2022,3,3,0,G,Feminino,2009,13,2019,Pública,Ametista,Ametista,7.44,,10.0,8.2,7.5,,5.0,6.458,10.0,4.0,Não,Não,3.0,Em fase
RA-261,2022,3,4,-1,G,Feminino,2008,14,2019,Pública,Agata,Quartzo,6.763,,8.8,7.2,5.6,,5.8,7.042,5.0,4.0,Sim,Não,3.0,Moderada
RA-262,2022,3,5,-2,G,Masculino,2007,15,2021,Pública,Quartzo,Quartzo,4.786,,0.0,5.8,5.6,,3.4,5.625,5.0,4.0,Não,Não,1.0,Moderada
RA-263,2022,3,5,-2,G,Feminino,2007,15,2019,Pública,Quartzo,Quartzo,5.319,,5.8,5.6,7.5,,3.7,4.417,5.0,4.0,Não,Não,3.0,Moderada
RA-264,2022,3,5,-2,I,Feminino,2007,15,2022,Pública,Ametista,,7.087,,10.0,9.2,5.6,,5.8,6.625,5.0,4.0,Não,Não,0.0,Moderada
RA-265,2022,3,3,0,I,Masculino,2009,13,2019,Pública,Ametista,Ametista,7.926,,8.3,7.7,7.5,,6.9,7.917,10.0,4.0,Sim,Não,3.0,Em fase
RA-266,2022,3,6,-3,I,Feminino,2006,16,2019,Pública,Quartzo,Quartzo,5.987,,7.5,5.8,5.6,,6.0,6.583,2.5,4.0,Não,Não,3.0,Severa
RA-267,2022,3,5,-2,I,Feminino,2007,15,2016,Pública,Agata,Quartzo,6.012,,10.0,7.4,5.0,,3.3,6.292,5.0,4.0,Não,Não,6.0,Moderada
RA-268,2022,3,4,-1,K,Feminino,2008,14,2021,Pública,Agata,Agata,6.695,,9.2,6.7,6.3,,5.7,7.208,5.0,4.0,Sim,Não,1.0,Moderada
RA-269,2022,3,3,0,K,Masculino,2009,13,2022,Pública,Topazio,,8.231,,9.2,8.6,6.3,,8.9,7.25,10.0,4.0,Não,Não,0.0,Em fase
RA-270,2022,3,3,0,K,Feminino,2009,13,2019,Privada,Topazio,Topazio,8.226,,8.3,8.4,6.9,,7.9,8.125,10.0,4.0,Não,Não,3.0,Em fase
RA-271,2022,3,5,-2,K,Feminino,2007,15,2022,Pública,Ametista,,7.255,,9.2,8.5,5.6,,7.1,6.958,5.0,4.0,Sim,Não,0.0,Moderada
RA-272,2022,3,4,-1,K,Masculino,2008,14,2021,Pública,Agata,Agata,6.361,,9.2,5.7,7.5,,5.1,6.417,5.0,4.0,Não,Não,1.0,Moderada
RA-273,2022,3,4,-1,K,Feminino,2008,14,2018,Pública,Quartzo,Ametista,5.679,,9.2,5.3,7.5,,3.0,5.833,5.0,4.0,Não,Não,4.0,Moderada
RA-274,2022,3,2,1,K,Feminino,2011,11,2019,Privada,Ametista,Topazio,7.946,,7.9,8.3,7.5,,8.1,7.0,10.0,4.0,Não,Não,3.0,Em fase
RA-275,2022,3,5,-2,K,Masculino,2007,15,2018,Pública,Agata,Agata,6.665,,9.6,6.9,7.5,,4.6,6.667,5.0,4.0,Sim,Não,4.0,Moderada
RA-276,2022,3,4,-1,K,Feminino,2008,14,2017,Pública,Quartzo,Quartzo,5.527,,7.1,5.7,5.6,,4.3,5.125,5.0,4.0,Não,Não,5.0,Moderada
RA-277,2022,3,4,-1,K,Masculino,2008,14,2021,Pública,Ametista,Ametista,7.411,,7.1,8.8,7.5,,7.4,7.208,5.0,4.0,Sim,Não,1.0,Moderada
RA-278,2022,3,3,0,K,Masculino,2010,12,2018,Privada,Ametista,Topazio,7.741,,8.8,9.2,5.6,,6.0,7.417,10.0,4.0,Não,Não,4.0,Em fase
RA-279,2022,3,3,0,K,Masculino,2009,13,2019,Privada,Topazio,Topazio,8.815,,9.2,9.9,6.3,,9.1,8.208,10.0,4.0,Não,Não,3.0,Em fase
RA-280,2022,3,3,0,K,Feminino,2009,13,2021,Privada,Ametista,Topazio,8.046,,7.5,9.2,7.5,,7.1,7.333,10.0,4.0,Não,Não,1.0,Em fase
RA-281,2022,3,3,0,K,Feminino,2009,13,2019,Pública,Agata,Agata,6.806,,6.7,6.9,7.5,,5.9,5.625,10.0,4.0,Não,Não,3.0,Em fase
RA-282,2022,3,3,0,K,Feminino,2009,13,2019,Pública,Agata,Agata,6.618,,8.8,6.8,7.5,,4.0,5.625,10.0,4.0,Não,Não,3.0,Em fase
RA-283,2022,3,4,-1,K,Masculino,2008,14,2020,Pública,Ametista,Agata,7.131,,9.6,8.8,7.5,,5.6,6.625,5.0,4.0,Não,Não,2.0,Moderada
RA-284,2022,3,3,0,L,Masculino,2009,13,2022,Pública,Quartzo,,5.939,,6.7,5.1,5.6,,3.8,5.958,10.0,4.0,Não,Não,0.0,Em fase
RA-285,2022,3,6,-3,L,Feminino,2006,16,2020,Pública,Quartzo,Quartzo,5.063,,9.2,4.1,7.5,,2.8,5.75,2.5,4.0,Não,Não,2.0,Severa
RA-286,2022,3,5,-2,L,Feminino,2007,15,2022,Pública,Quartzo,,5.424,,7.1,5.8,6.3,,3.0,5.625,5.0,4.0,Não,Não,0.0,Moderada
RA-287,2022,3,7,-4,L,Feminino,2005,17,2022,Pública,Quartzo,,3.7,,7.9,3.4,5.0,,1.1,4.292,2.5,4.0,Não,Não,0.0,Severa
RA-288,2022,3,6,-3,L,Feminino,2006,16,2022,Pública,Quartzo,,4.097,,0.0,5.6,6.3,,0.0,6.833,2.5,4.0,Não,Não,0.0,Severa
RA-289,2022,3,4,-1,L,Feminino,2008,14,2020,Pública,Agata,Quartzo,6.236,,0.0,7.8,6.3,,6.8,7.25,5.0,4.0,Não,Não,2.0,Moderada
RA-290,2022,3,7,-4,L,Feminino,2005,17,2022,Pública,Quartzo,,4.929,,10.0,3.9,6.3,,1.7,6.042,2.5,4.0,Não,Não,0.0,Severa
RA-291,2022,3,3,0,L,Masculino,2009,13,2022,Pública,Topazio,,8.122,,8.3,8.2,6.9,,8.0,7.792,10.0,4.0,Sim,Não,0.0,Em fase
RA-292,2022,3,6,-3,L,Masculino,2006,16,2022,Pública,Quartzo,,4.837,,7.9,3.7,7.5,,1.8,6.292,2.5,4.0,Não,Não,0.0,Severa
RA-293,2022,3,3,0,L,Masculino,2009,13,2022,Pública,Quartzo,,4.875,,8.8,2.9,7.5,,2.3,3.333,10.0,4.0,Não,Não,0.0,Em fase
RA-294,2022,3,8,-5,L,Feminino,2004,18,2022,Pública,Quartzo,,5.031,,9.6,5.8,7.5,,0.0,5.917,2.5,4.0,Não,Não,0.0,Severa
RA-295,2022,3,4,-1,M,Feminino,2008,14,2022,Pública,Ametista,,7.305,,7.9,8.0,7.5,,6.9,7.375,5.0,4.0,Sim,Não,0.0,Moderada
RA-296,2022,3,5,-2,M,Feminino,2007,15,2022,Pública,Quartzo,,4.665,,8.8,3.6,7.5,,2.8,3.833,5.0,4.0,Não,Não,0.0,Moderada
RA-297,2022,3,3,0,M,Feminino,2009,13,2022,Pública,Ametista,,7.478,,7.1,7.9,6.3,,6.6,7.417,10.0,4.0,Sim,Não,0.0,Em fase
RA-298,2022,3,3,0,M,Masculino,2009,13,2019,Pública,Agata,Agata,6.409,,9.2,6.3,5.6,,5.2,5.417,10.0,4.0,Não,Não,3.0,Em fase
RA-299,2022,3,3,0,M,Feminino,2009,13,2019,Privada,Ametista,Ametista,7.278,,7.1,8.2,5.0,,6.8,6.708,10.0,4.0,Não,Não,3.0,Em fase
